OriginAirportCode,Month,DayofMonth,CRSDepHour,DayOfWeek,Carrier,DestAirportCode,DepDel15,WindSpeed,SeaLevelPressure,HourlyPrecip
PHL,3,8,15,2,US,DFW,0,9,30,0
LAS,3,16,21,3,AS,SEA,0,7,30,0
PHL,3,4,7,5,9E,JFK,0,0,30,0
LAX,3,13,10,7,B6,JFK,1,0,29,0
MDW,3,23,9,3,WN,BWI,0,8,30,0
STL,3,14,16,1,DL,DTW,1,9,30,0
LAX,3,12,18,6,OO,PHX,0,11,29,0
CMH,3,31,17,4,US,CLT,0,17,29,0
SLC,3,26,14,6,DL,LAS,0,6,30,0
CLT,3,10,9,4,US,IND,0,7,30,0
MSP,3,6,19,7,DL,EWR,1,11,29,0
IAD,3,15,8,2,EV,BNA,0,5,29,0
BNA,3,19,8,6,EV,IAH,0,9,29,0
JFK,3,15,8,2,9E,ORD,0,6,30,0
DTW,3,24,15,4,9E,IND,0,15,30,0
IAH,3,30,15,3,UA,DEN,1,11,29,0
PHX,3,10,12,4,US,ATL,0,5,29,0
RDU,3,30,9,3,B6,JFK,0,6,30,0
SAN,3,2,9,3,WN,OAK,0,5,29,0
LAX,3,2,17,3,AA,AUS,0,14,29,0
MSP,3,30,16,3,AA,DFW,0,7,29,0
PHX,3,2,5,3,OO,SFO,0,8,29,0
SFO,3,27,20,7,OO,SMF,1,32,29,0
MIA,3,29,10,2,AA,MSY,0,14,30,0
BWI,3,7,10,1,WN,PVD,0,10,29,0
SNA,3,9,6,3,AA,DFW,0,11,29,0
MSP,3,30,11,3,DL,SFO,0,7,29,0
DCA,3,8,12,2,AA,DFW,0,11,30,0
JFK,3,1,12,2,B6,BOS,0,6,29,0
SEA,3,31,14,4,AS,LAS,1,3,30,0
CLT,3,14,11,1,US,DTW,0,11,29,0
OAK,3,3,9,4,AS,HNL,0,18,30,0
SEA,3,9,10,3,UA,DEN,1,5,30,0
DTW,3,30,15,3,9E,IND,0,10,30,0
LAS,3,8,19,2,WN,PHX,0,13,29,0
ATL,3,6,22,7,FL,JAX,1,10,29,0
SAN,3,20,10,7,AS,MCO,0,6,29,0
ATL,3,5,12,6,DL,ORF,0,7,30,0
SLC,3,30,10,3,DL,EWR,0,5,29,0
RDU,3,28,9,1,WN,HOU,0,0,30,0
ORD,3,31,18,4,UA,IAH,1,17,29,0
CLT,3,20,11,7,US,LAX,0,7,30,0
JFK,3,26,6,6,DL,SJU,0,11,30,0
SFO,3,18,6,5,WN,SAN,0,8,30,0
MDW,3,3,14,4,FL,RSW,0,13,29,0
OMA,3,15,7,2,WN,MDW,0,15,29,0
PHL,3,11,21,5,US,BOS,0,15,29,0
SDF,3,1,7,2,DL,ATL,0,5,30,0
JFK,3,24,9,4,AA,LAX,0,11,29,0
MKE,3,30,10,3,FL,DCA,0,8,29,0
SLC,3,1,8,2,DL,LAS,0,7,29,0
ORD,3,3,10,4,MQ,ATL,1,13,29,0
LAX,3,22,10,2,OO,SLC,0,8,30,0
SAT,3,5,20,6,WN,LAX,0,10,29,0
PHX,3,29,16,2,F9,DEN,0,9,29,0
TPA,3,31,17,4,AA,MIA,0,5,29,0
SFO,3,7,6,1,AA,DFW,0,3,29,0
JFK,3,15,8,2,DL,MCO,0,6,30,0
BUR,3,21,15,1,OO,DEN,1,6,29,0
BNA,3,1,8,2,WN,TPA,0,5,30,0
JFK,3,4,10,5,DL,LAS,0,10,30,0
BOS,3,20,19,7,B6,BWI,0,7,29,0
ATL,3,17,17,4,DL,STL,0,5,29,0
CLT,3,25,11,5,US,EWR,0,11,30,0
DTW,3,1,15,2,AA,DFW,0,15,29,0
MDW,3,30,19,3,WN,BNA,1,5,29,0
MSP,3,27,17,7,WN,MDW,0,5,29,0
ORD,3,31,16,4,DL,ATL,0,6,29,0
RSW,3,23,13,3,AA,DFW,0,9,29,0
MSP,3,4,10,5,EV,PIT,1,9,29,0
PHX,3,4,16,5,US,RNO,0,16,29,0
MSP,3,20,21,7,DL,DTW,0,10,29,0
BWI,3,22,18,2,US,PHL,0,3,29,0
PBI,3,10,11,4,DL,LGA,0,16,30,0
MIA,3,20,18,7,AA,MCO,0,7,29,0
MIA,3,11,18,5,UA,IAH,0,11,29,0
LAS,3,6,23,7,UA,CLE,0,8,29,0
RIC,3,17,6,4,EV,IAH,1,5,29,0
BNA,3,13,17,7,MQ,ORD,0,7,30,0
ABQ,3,23,14,3,DL,MSP,0,6,30,0
LGA,3,16,12,3,WN,STL,0,10,30,0
PVD,3,1,13,2,WN,MCO,0,8,29,0
BWI,3,2,16,3,FL,MEM,0,8,29,0
MDW,3,4,12,5,WN,SAN,0,6,29,0
LGA,3,6,19,7,UA,ORD,0,9,29,0
DTW,3,28,17,1,OO,MKE,0,11,30,0
IAD,3,12,22,6,UA,DEN,0,6,30,0
LAX,3,8,19,2,OO,LAS,0,9,29,0
SEA,3,22,11,2,AS,SNA,0,3,29,0
ANC,3,20,1,7,AS,SEA,0,18,29,0
SEA,3,9,14,3,AS,LAS,0,0,30,0
IAD,3,2,8,3,EV,PVD,0,0,30,0
ATL,3,15,11,2,DL,RSW,0,10,29,0
EWR,3,7,16,1,UA,LAS,1,8,29,0
MSY,3,16,12,3,WN,DAL,0,8,29,0
IAD,3,8,6,2,B6,LGB,0,0,30,0
RNO,3,11,7,5,WN,LAX,0,6,30,0
PDX,3,19,8,6,WN,LAS,0,0,30,0
LAX,3,27,22,7,OO,SEA,0,7,29,0
BOS,3,16,18,3,UA,CLE,0,0,29,0
MDW,3,8,20,2,WN,STL,0,9,30,0
DCA,3,17,18,4,FL,ATL,0,10,29,0
SLC,3,18,9,5,DL,ATL,0,0,30,0
PDX,3,5,17,6,OO,SFO,0,0,30,0
IAD,3,1,16,2,UA,LAX,0,3,29,0
SEA,3,13,6,7,AS,OAK,0,7,29,0
LAS,3,12,11,6,AA,ORD,0,0,29,0
IAH,3,16,6,3,AA,MIA,0,9,29,0
ORD,3,22,18,2,US,CLT,0,5,29,0
LAX,3,24,22,4,US,PHL,0,7,30,0
ATL,3,21,14,1,AA,DFW,0,6,30,0
SEA,3,5,6,6,AS,DFW,0,0,30,0
SAN,3,21,6,1,WN,MDW,0,5,29,0
SFO,3,27,19,7,WN,LAX,1,25,29,0
MCO,3,11,11,5,UA,ORD,0,0,30,0
FLL,3,29,18,2,UA,IAD,0,10,30,0
IAH,3,3,15,4,US,PHL,0,15,29,0
ORD,3,31,18,4,MQ,EWR,1,20,29,0
TPA,3,23,7,3,WN,LAS,0,10,29,0
DAL,3,17,20,4,WN,MCI,1,7,30,0
MIA,3,29,15,2,AA,LAS,0,13,30,0
LAX,3,20,15,7,AA,ORD,1,10,29,0
SEA,3,26,8,6,UA,ORD,1,8,30,0
MSP,3,20,13,7,DL,ATL,0,10,29,0
PHX,3,3,20,4,US,SLC,0,11,29,0
BNA,3,9,9,3,MQ,ORD,0,6,30,0
MEM,3,24,17,4,DL,LAX,0,10,30,0
PHL,3,28,15,1,DL,ATL,1,7,30,0
EWR,3,7,10,1,EV,STL,0,13,29,0
MSP,3,28,16,1,US,PHL,0,9,30,0
LAS,3,19,9,6,B6,JFK,0,6,30,0
MSY,3,30,6,3,UA,IAH,0,7,30,0
DTW,3,4,10,5,9E,IND,0,8,30,0
EWR,3,27,10,7,EV,BNA,0,14,29,0
RNO,3,30,9,3,WN,SEA,0,0,30,0
DTW,3,16,8,3,DL,PBI,0,9,29,0
DCA,3,16,8,3,US,MCO,0,3,30,0
SLC,3,9,20,3,OO,OKC,0,8,29,0
PHX,3,23,6,3,AS,SEA,0,5,29,0
PDX,3,25,21,5,AS,LAS,0,3,30,0
CLT,3,30,9,3,US,BWI,0,7,30,0
CLE,3,3,17,4,YV,CLT,0,8,30,0
PHL,3,17,14,4,US,LAX,0,7,29,0
MEM,3,16,7,3,DL,MCO,0,11,29,0
PHL,3,10,7,4,US,DEN,0,16,29,0
MSY,3,7,7,1,9E,MSP,0,15,30,0
SFO,3,26,7,6,DL,DTW,0,7,29,0
ABQ,3,25,19,5,OO,LAX,0,11,30,0
PHX,3,9,22,3,B6,BOS,0,13,29,0
EWR,3,24,9,4,EV,MSP,0,13,29,0
SLC,3,13,20,7,OO,LGB,0,3,29,0
BNA,3,23,7,3,EV,LGA,0,10,30,0
PHX,3,11,12,5,DL,ATL,0,3,29,0
MEM,3,30,9,3,MQ,ORD,0,10,30,0
AUS,3,16,18,3,9E,MSP,1,9,30,0
IAH,3,13,9,7,UA,PHX,0,5,29,0
DTW,3,15,20,2,EV,OMA,0,13,29,0
SJU,3,3,16,4,B6,MCO,0,14,29,0
IND,3,7,6,1,9E,RDU,0,21,29,0
IAH,3,19,9,6,UA,SAN,0,18,29,0
SAT,3,10,7,4,EV,DTW,0,0,29,0
LAS,3,13,11,7,US,PHL,0,17,29,0
LAX,3,11,11,5,WN,MSY,1,8,30,0
DTW,3,16,7,3,9E,EWR,0,9,29,0
SLC,3,8,9,2,DL,CVG,0,6,29,0
LGA,3,20,11,7,DL,TPA,0,9,29,0
CMH,3,17,14,4,MQ,ORD,0,7,29,0
LAS,3,29,7,2,UA,SFO,0,15,29,0
LAS,3,29,9,2,WN,OMA,0,17,29,0
PHL,3,5,17,6,B6,BOS,0,3,30,0
MSY,3,13,17,7,AA,MIA,0,3,30,0
LAS,3,25,8,5,UA,IAH,0,7,30,0
SAN,3,15,17,2,WN,LAS,0,3,29,0
LAS,3,30,19,3,WN,HOU,0,8,29,0
IND,3,22,9,2,FL,TPA,0,8,30,0
PHX,3,3,8,4,WN,BUR,0,8,29,0
MSP,3,10,11,4,US,PHX,0,11,29,0
TUS,3,20,13,7,OO,LAX,0,0,29,0
CLE,3,2,6,3,MQ,MIA,1,7,30,0
ABQ,3,29,19,2,WN,LAS,0,22,29,0
SAT,3,1,6,2,DL,ATL,0,8,29,0
ANC,3,22,20,2,UA,ORD,1,3,30,0
DTW,3,25,7,5,9E,CVG,0,8,29,0
DTW,3,3,19,4,DL,BUF,0,0,29,0
CLT,3,21,18,1,US,DFW,0,5,30,0
EWR,3,11,13,5,9E,CVG,0,14,30,0
CLE,3,11,18,5,UA,IAH,1,6,30,0
AUS,3,23,15,3,DL,ATL,0,7,30,0
ORD,3,11,7,5,DL,ATL,0,5,30,0
RNO,3,21,14,1,OO,LAX,0,7,30,0
RIC,3,18,9,5,DL,ATL,0,0,30,0
MDW,3,5,8,6,WN,EWR,0,9,29,0
FLL,3,7,15,1,DL,ATL,0,15,29,0
IAH,3,17,16,4,UA,LGA,1,8,29,0
LAX,3,1,20,2,AA,LAS,0,0,29,0
MIA,3,25,9,5,AA,SJU,0,7,30,0
ATL,3,24,12,4,FL,PIT,0,6,30,0
ORD,3,11,18,5,UA,EWR,1,14,29,0
DCA,3,14,7,1,US,BOS,0,10,30,0
DCA,3,14,7,1,UA,IAH,0,10,30,0
PHL,3,12,6,6,UA,SFO,0,11,30,0
PDX,3,20,10,7,WN,ABQ,0,3,29,0
ANC,3,20,21,7,DL,MSP,0,9,29,0
RSW,3,8,17,2,F9,DEN,0,7,29,0
LGA,3,14,17,1,UA,DEN,1,6,30,0
MSP,3,7,10,1,9E,BNA,0,3,29,0
LGA,3,16,18,3,DL,DTW,0,7,29,0
ATL,3,20,16,7,DL,PBI,1,5,30,0
PBI,3,19,17,6,B6,JFK,0,11,29,0
BOS,3,2,14,3,DL,DTW,0,15,29,0
LAS,3,18,6,5,WN,SAT,0,8,30,0
AUS,3,30,11,3,OO,MEM,0,15,29,0
ORD,3,1,20,2,MQ,BWI,0,10,29,0
MEM,3,17,10,4,FL,MCO,0,6,29,0
MDW,3,28,21,1,FL,MEM,1,13,29,0
LAX,3,5,8,6,UA,IAD,0,5,30,0
DTW,3,5,17,6,DL,BOS,0,6,29,0
ATL,3,20,8,7,DL,LAX,0,10,30,0
RDU,3,22,19,2,B6,JFK,0,0,29,0
DTW,3,23,13,3,DL,ATL,0,11,29,0
IAH,3,7,17,1,UA,SAN,0,6,30,0
BUR,3,11,10,5,YV,PHX,0,0,30,0
OKC,3,3,6,4,OO,SLC,0,14,29,0
SAT,3,13,6,7,AA,DFW,0,7,30,0
OKC,3,19,7,6,AA,DFW,0,3,30,0
CMH,3,6,18,7,MQ,MIA,1,8,29,0
PHX,3,10,7,4,YV,LGB,0,21,29,0
IAD,3,8,18,2,UA,FLL,0,6,30,0
LAX,3,21,10,1,AA,MIA,1,3,29,0
ORD,3,23,8,3,MQ,JAX,0,9,29,0
ORD,3,12,5,6,AA,MIA,0,8,29,0
ABQ,3,25,6,5,MQ,LAX,0,15,29,0
CMH,3,9,20,3,EV,EWR,0,0,30,0
ATL,3,14,16,1,DL,MIA,0,13,29,0
SAN,3,2,13,3,UA,EWR,0,7,29,0
SNA,3,22,7,2,AA,DFW,0,0,29,0
OAK,3,14,15,1,WN,LAS,1,9,30,0
SLC,3,4,23,5,US,CLT,0,7,30,0
JFK,3,31,18,4,MQ,BWI,0,22,29,0
LAS,3,18,18,5,UA,SFO,1,7,29,0
MDW,3,6,20,7,WN,AUS,0,11,29,0
OAK,3,23,17,3,WN,ONT,0,15,29,0
ORD,3,2,20,3,UA,RSW,1,8,30,0
PHX,3,9,19,3,WN,DEN,0,14,29,0
OMA,3,14,10,1,F9,DEN,0,16,30,0
ATL,3,16,19,3,FL,BWI,0,0,29,0
PHL,3,10,7,4,US,SEA,0,16,29,0
SEA,3,4,15,5,DL,LAX,0,3,30,0
LAS,3,6,11,7,FL,ATL,0,3,30,0
FLL,3,10,8,4,WN,MSY,0,8,29,0
PHX,3,1,13,2,WN,BUR,0,0,29,0
RNO,3,14,19,1,WN,LAX,1,0,30,0
ATL,3,25,11,5,US,PHX,0,13,30,0
ATL,3,1,20,2,DL,OKC,0,0,30,0
SNA,3,11,13,5,DL,SLC,0,8,29,0
ATL,3,24,18,4,DL,SNA,1,6,30,0
DTW,3,16,16,3,MQ,LGA,1,11,29,0
SLC,3,14,17,1,DL,IND,0,13,30,0
LAS,3,11,20,5,WN,OAK,1,6,29,0
EWR,3,31,19,4,AA,DFW,0,8,29,0
IAH,3,25,16,5,OO,IND,0,10,30,0
SAT,3,16,19,3,WN,LAS,1,7,30,0
MEM,3,17,6,4,DL,ATL,0,0,29,0
DTW,3,31,19,4,9E,JFK,0,18,29,0
OAK,3,27,17,7,WN,LAX,1,20,29,0
IAH,3,10,7,4,UA,FLL,0,0,30,0
LGA,3,20,17,7,UA,ORD,0,14,29,0
SJC,3,7,17,1,MQ,LAX,0,9,29,0
LAX,3,21,10,1,UA,EWR,1,3,29,0
CLT,3,9,19,3,US,MSP,0,5,30,0
SFO,3,30,21,3,OO,PHX,0,9,30,0
BUR,3,29,17,2,OO,SFO,0,7,29,0
LAX,3,15,18,2,UA,IAH,0,10,29,0
MCO,3,30,6,3,DL,ATL,0,5,30,0
STL,3,3,7,4,WN,BWI,0,7,29,0
AUS,3,16,13,3,WN,LAS,1,13,30,0
JFK,3,31,14,4,9E,BUF,0,15,29,0
SEA,3,21,14,1,AS,LAS,0,3,30,0
DCA,3,11,8,5,US,SAN,0,13,29,0
DTW,3,17,8,4,DL,PHX,0,5,29,0
SFO,3,31,16,4,OO,DFW,0,14,30,0
PHX,3,16,8,3,US,IAH,0,6,30,0
MEM,3,3,14,4,US,CLT,0,8,29,0
TPA,3,29,8,2,FL,BWI,0,6,30,0
FLL,3,20,17,7,US,CLT,0,11,29,0
RIC,3,25,14,5,DL,ATL,0,7,30,0
MSY,3,22,10,2,WN,STL,0,9,30,0
JFK,3,6,20,7,B6,ORD,0,13,30,0
EWR,3,16,19,3,AA,DFW,0,3,29,0
LAS,3,4,10,5,DL,ATL,0,13,30,0
IND,3,28,8,1,EV,DEN,0,0,30,0
SDF,3,17,10,4,EV,ORD,0,7,29,0
SEA,3,4,12,5,AS,ORD,0,7,30,0
IAH,3,30,17,3,AA,MIA,0,7,29,0
AUS,3,16,13,3,WN,LAS,1,11,29,0
CLE,3,26,14,6,EV,IAD,0,15,29,0
LGA,3,16,6,3,US,BOS,0,5,30,0
SEA,3,12,11,6,WN,SJC,0,9,29,0
ATL,3,14,10,1,FL,MKE,1,11,30,0
BOS,3,8,9,2,DL,DTW,1,13,30,0
CLT,3,9,7,3,US,PHX,0,11,30,0
ORD,3,27,8,7,MQ,JAX,0,0,30,0
IAD,3,18,22,5,UA,ORD,0,0,30,0
ABQ,3,27,10,7,WN,PHX,0,3,30,0
OAK,3,12,6,6,OO,LAX,0,3,30,0
JAX,3,3,15,4,9E,JFK,0,11,30,0
ATL,3,30,13,3,DL,MCO,0,3,30,0
CLT,3,11,13,5,US,BWI,0,7,29,0
AUS,3,29,10,2,WN,ATL,0,16,30,0
SEA,3,1,14,2,WN,OAK,0,9,30,0
PHX,3,22,18,2,WN,OAK,0,6,29,0
ORD,3,30,13,3,UA,BUF,0,9,29,0
SAT,3,1,11,2,OO,IAH,0,7,29,0
MIA,3,26,9,6,MQ,IND,0,5,30,0
RNO,3,26,9,6,OO,SFO,1,0,30,0
BWI,3,22,17,2,DL,ATL,0,8,29,0
ORD,3,4,6,5,UA,PIT,0,8,29,0
SFO,3,17,8,4,B6,BOS,0,0,30,0
MSP,3,6,11,7,DL,SEA,0,5,29,0
JAX,3,22,11,2,DL,ATL,0,7,29,0
IAH,3,3,12,4,UA,DTW,0,6,29,0
PBI,3,6,13,7,B6,JFK,0,9,29,0
JFK,3,13,8,7,US,CLT,0,14,30,0
ATL,3,25,19,5,DL,JAX,0,8,30,0
DTW,3,10,7,4,DL,LGA,0,3,29,0
MSP,3,23,19,3,9E,PIT,0,11,30,0
SFO,3,5,12,6,OO,ONT,0,0,30,0
PDX,3,5,8,6,WN,RNO,0,3,30,0
DTW,3,29,6,2,WN,BWI,0,7,30,0
ATL,3,23,9,3,DL,DEN,1,13,29,0
DTW,3,1,11,2,EV,IAH,0,11,29,0
DTW,3,1,17,2,EV,BDL,0,16,29,0
PHX,3,28,20,1,US,SAN,0,8,29,0
BOS,3,21,6,1,B6,RSW,0,5,30,0
ATL,3,7,10,1,DL,MCO,0,9,29,0
EWR,3,30,20,3,EV,RIC,0,0,30,0
ORD,3,13,15,7,MQ,CVG,0,6,30,0
LAX,3,6,16,7,US,PHX,0,15,29,0
CLT,3,16,11,3,US,ORD,1,0,30,0
PVD,3,13,7,7,WN,MCO,0,6,29,0
EWR,3,27,16,7,AA,MIA,1,13,29,0
BWI,3,28,6,1,UA,ORD,0,0,30,0
SLC,3,18,8,5,OO,SNA,0,3,30,0
SAN,3,28,15,1,OO,LAX,0,10,29,0
IAD,3,14,19,1,AA,DFW,0,0,30,0
DTW,3,21,7,1,DL,DCA,0,14,29,0
DCA,3,11,12,5,MQ,JFK,0,9,29,0
MSY,3,15,15,2,UA,IAH,0,10,29,0
SNA,3,2,8,3,WN,PHX,0,3,29,0
ANC,3,13,21,7,AS,SEA,0,3,29,0
PHX,3,8,13,2,OO,DEN,0,0,29,0
DCA,3,11,19,5,US,MCO,0,9,29,0
BOS,3,20,17,7,US,PHL,0,14,29,0
LAX,3,18,18,5,MQ,OKC,0,9,29,0
SEA,3,29,6,2,AS,SNA,0,6,30,0
DCA,3,12,10,6,DL,ATL,0,13,30,0
OAK,3,14,11,1,OO,LAX,0,6,30,0
PHL,3,25,14,5,US,ATL,0,18,30,0
ATL,3,2,17,3,DL,IAD,0,3,30,0
MDW,3,30,12,3,9E,DTW,0,6,29,0
LAS,3,3,18,4,WN,DEN,1,14,29,0
OAK,3,28,20,1,WN,LAX,0,13,29,0
MEM,3,10,17,4,DL,ATL,0,6,30,0
MIA,3,28,20,1,AA,DTW,0,7,30,0
SEA,3,23,14,3,UA,ORD,0,3,29,0
MDW,3,31,12,4,WN,CLE,0,8,29,0
MKE,3,24,6,4,WN,DEN,0,6,30,0
OKC,3,2,15,3,EV,IAH,1,15,29,0
PHX,3,13,8,7,AA,DFW,1,7,29,0
BOS,3,18,19,5,OO,ORD,0,5,29,0
CLE,3,10,17,4,EV,BNA,1,8,30,0
ATL,3,15,10,2,DL,CLT,0,8,29,0
LGA,3,13,10,7,DL,MSP,0,16,30,0
ATL,3,19,22,6,FL,RIC,0,3,29,0
SNA,3,7,7,1,UA,SFO,0,0,29,0
EWR,3,16,7,3,UA,MSY,0,6,30,0
MEM,3,31,9,4,FL,ATL,0,30,29,0
TPA,3,2,8,3,WN,MSY,0,7,30,0
IAH,3,20,16,7,EV,MSY,0,7,29,0
CMH,3,31,18,4,AA,LAX,0,15,29,0
JFK,3,30,19,3,EV,IAD,1,6,30,0
MCO,3,21,16,1,FL,PHL,0,9,29,0
ATL,3,13,21,7,DL,CLT,0,0,30,0
CMH,3,21,13,1,FL,MCO,0,13,29,0
FLL,3,2,10,3,UA,EWR,0,14,29,0
CLE,3,9,15,3,9E,MSP,0,3,30,0
RDU,3,11,20,5,B6,BOS,0,0,29,0
ORD,3,30,21,3,UA,PHL,0,9,29,0
CLE,3,23,19,3,OO,DEN,0,8,29,0
MDW,3,19,9,6,WN,SAT,0,13,29,0
SLC,3,30,16,3,OO,LGB,0,11,29,0
LAX,3,28,6,1,US,PHL,0,14,29,0
SAT,3,23,18,3,WN,DEN,1,7,30,0
ORF,3,1,9,2,DL,ATL,0,6,30,0
DCA,3,7,6,1,WN,HOU,0,14,29,0
SLC,3,12,17,6,OO,PHX,1,7,29,0
PHX,3,11,20,5,US,PDX,0,5,29,0
MSP,3,28,10,1,EV,CLT,1,14,30,0
LAS,3,26,9,6,UA,LAX,0,5,30,0
BOS,3,4,20,5,US,LGA,0,5,29,0
PIT,3,25,9,5,AA,DFW,0,5,30,0
LGA,3,21,11,1,AA,MIA,1,9,30,0
MIA,3,5,15,6,UA,ORD,0,5,29,0
RDU,3,13,9,7,WN,BNA,0,8,30,0
SEA,3,12,13,6,UA,ANC,0,9,29,0
SAN,3,13,10,7,AS,HNL,0,8,30,0
BUR,3,21,7,1,AS,SEA,0,0,29,0
CMH,3,30,12,3,AA,DFW,0,6,30,0
MCO,3,8,18,2,DL,DTW,0,13,29,0
IAH,3,8,12,2,UA,BOS,0,3,30,0
SJC,3,18,6,5,WN,SAN,0,3,30,0
SFO,3,22,10,2,WN,SAN,1,3,30,0
TUS,3,7,16,1,OO,DEN,0,8,29,0
SFO,3,5,9,6,UA,IAH,0,6,30,0
ATL,3,22,10,2,FL,MDW,1,0,29,0
MDW,3,20,11,7,WN,RSW,0,6,29,0
JFK,3,15,8,2,DL,MIA,0,6,30,0
ORD,3,21,10,1,AA,MIA,0,13,29,0
ORF,3,16,6,3,WN,ATL,0,10,29,0
LAX,3,27,20,7,OO,SLC,1,8,29,0
STL,3,10,19,4,WN,DTW,1,6,30,0
EWR,3,30,7,3,WN,STL,0,0,30,0
PHX,3,10,20,4,WN,LAS,1,5,29,0
SEA,3,18,14,5,AS,DEN,0,6,29,0
IAH,3,12,16,6,DL,ATL,0,3,29,0
SEA,3,31,22,4,AS,ANC,0,3,29,0
BOS,3,22,19,2,US,PHL,0,14,29,0
ATL,3,30,17,3,DL,BNA,1,5,30,0
BOS,3,17,7,4,UA,EWR,0,10,29,0
EWR,3,3,13,4,UA,BOS,0,8,30,0
CMH,3,22,19,2,WN,STL,0,0,29,0
HNL,3,27,21,7,DL,SLC,0,5,30,0
PHX,3,18,15,5,WN,ABQ,1,6,29,0
IAH,3,16,15,3,UA,SFO,0,11,29,0
MDW,3,27,20,7,WN,MCI,0,7,30,0
IAH,3,15,17,2,OO,MEM,0,10,29,0
MSY,3,22,6,2,WN,HOU,1,9,29,0
SEA,3,2,19,3,OO,PDX,0,5,29,0
ATL,3,29,8,2,FL,FLL,0,5,30,0
LGA,3,18,20,5,AA,ORD,0,14,29,0
JFK,3,17,16,4,VX,LAX,0,13,29,0
TPA,3,9,13,3,AA,MIA,0,0,30,0
FLL,3,29,18,2,UA,IAH,0,10,30,0
ATL,3,22,17,2,DL,FLL,0,7,29,0
MIA,3,29,16,2,MQ,ATL,0,14,30,0
DCA,3,9,15,3,AA,ORD,0,15,30,0
BUR,3,29,16,2,WN,LAS,0,10,29,0
ATL,3,26,16,6,DL,SEA,0,9,30,0
LAX,3,14,8,1,MQ,DEN,1,5,30,0
IAH,3,16,14,3,UA,DCA,0,8,29,0
SEA,3,25,23,5,AA,ORD,0,8,29,0
PHL,3,18,13,5,US,LGA,0,13,29,0
IND,3,21,19,1,AA,DFW,0,9,29,0
DCA,3,27,17,7,US,TPA,0,5,30,0
LAS,3,9,19,3,WN,SNA,0,15,29,0
BNA,3,22,13,2,WN,TPA,0,0,29,0
IAD,3,28,17,1,WN,MDW,0,5,30,0
SEA,3,22,12,2,AS,DFW,0,0,29,0
OAK,3,4,8,5,WN,MDW,0,18,30,0
PHX,3,22,13,2,WN,LAX,0,5,29,0
MCO,3,31,22,4,B6,JFK,0,8,30,0
ATL,3,8,9,2,AA,DFW,0,13,30,0
ORD,3,12,8,6,YV,MIA,0,7,29,0
SLC,3,26,9,6,DL,EWR,0,7,30,0
SEA,3,24,11,4,DL,ATL,0,0,30,0
FLL,3,18,11,5,B6,LAX,0,9,29,0
JFK,3,27,6,7,B6,SJU,0,13,29,0
DCA,3,12,8,6,US,LAS,0,7,29,0
LGA,3,29,12,2,AA,DFW,0,8,30,0
LGA,3,29,8,2,UA,IAH,0,9,30,0
ATL,3,22,22,2,DL,CVG,0,6,29,0
RNO,3,15,6,2,AA,DFW,0,0,30,0
SAN,3,5,9,6,OO,LAX,0,0,30,0
DAL,3,6,20,7,WN,ABQ,1,3,30,0
AUS,3,14,10,1,AA,JFK,0,9,30,0
SFO,3,11,19,5,UA,LAS,0,13,30,0
ORD,3,1,18,2,MQ,ATL,1,11,29,0
ABQ,3,4,12,5,WN,LAS,0,15,29,0
ORD,3,24,12,4,YV,CVG,1,14,30,0
SDF,3,24,19,4,OO,MSP,0,11,30,0
SFO,3,15,12,2,VX,DFW,0,0,30,0
LAX,3,31,7,4,OO,LAS,0,0,30,0
ORD,3,31,19,4,AA,SFO,0,16,29,0
IAH,3,27,10,7,UA,PIT,1,5,30,0
LAX,3,10,22,4,AA,MIA,0,6,30,0
PHX,3,31,8,4,WN,SAT,0,8,30,0
MSP,3,14,7,1,US,PHX,1,10,30,0
IAD,3,17,8,4,EV,CLT,0,3,29,0
DCA,3,29,11,2,B6,TPA,0,0,30,0
MSP,3,21,17,1,DL,MCI,1,11,29,0
IAH,3,25,19,5,UA,AUS,0,8,30,0
HOU,3,3,11,4,WN,LAX,0,3,29,0
LAX,3,27,14,7,WN,MKE,1,13,29,0
BOS,3,2,5,3,US,CLT,0,9,29,0
PDX,3,19,10,6,AS,ORD,0,0,29,0
IAH,3,16,13,3,UA,EWR,0,6,29,0
DTW,3,12,10,6,9E,PVD,0,0,29,0
PHL,3,16,6,3,9E,CVG,0,3,30,0
PHX,3,25,8,5,WN,SAN,0,5,29,0
AUS,3,15,14,2,WN,DEN,0,10,29,0
ORD,3,26,13,6,YV,ORF,0,20,29,0
SLC,3,3,15,4,OO,LAX,0,20,29,0
ATL,3,20,8,7,EV,OMA,0,10,29,0
EWR,3,30,19,3,UA,ORD,0,3,30,0
MCO,3,1,12,2,UA,EWR,0,6,30,0
MSY,3,22,18,2,WN,HOU,0,8,29,0
OGG,3,5,15,6,HA,HNL,0,24,29,0
CLE,3,14,19,1,OO,DEN,0,7,30,0
AUS,3,13,16,7,YV,CLT,0,13,30,0
EWR,3,8,12,2,UA,MSY,0,8,30,0
LAX,3,15,10,2,AA,ORD,1,0,29,0
BNA,3,5,9,6,F9,DEN,0,9,30,0
EWR,3,6,7,7,UA,LAX,0,5,29,0
MSP,3,24,9,4,DL,PDX,0,10,30,0
LAX,3,19,7,6,UA,EWR,0,0,30,0
MIA,3,22,20,2,AA,SEA,0,7,29,0
LAX,3,18,23,5,AA,BDL,0,5,29,0
